Shortbred_ID	ShortBRED_ARG_Family_Name	DbAcc_ID	Db_Name	Marker_Source	Product_Name	Description	Seq_Type	Database_Source	AMR_Family	AMR_Class	Drug_Targets	AMR_Mechanism	ShortBRED_Analysis	TD_Analysis
MF4448	DLFM11_00090|P12SR3_ATM_46|gene-2|+|176-1039|complete	RF0061	Resfams	FxnlSlxns	DalaDala	PF01820.16 D-ala D-ala ligase N-terminus	HMM	Pfam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4449	DLFM11_00090|P12SR3_ATM_46|gene-3|+|984-1292|complete	RF0060	Resfams	FxnlSlxns	DalaDala	PF07478.8 D-ala D-ala ligase C-terminus	HMM	Pfam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4450	DLFM11_00097|P12SR3_ATM_56|gene-2|+|280-1317|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4451	DLFM11_00109|P12SR3_ATM_76|gene-1|-|32-1057|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4452	DLFM11_00117|P12SR3_ATM_90|gene-1|-|287-1480|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4453	DLFM11_00132|P12SR3_ATM_115|gene-4|+|1182-2351|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4454	DLFM11_00133|P12SR3_ATM_118|gene-2|+|757-1812|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4455	DLFM11_00136|P12SR3_ATM_121|gene-2|+|404-1585|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4456	DLFM11_00138|P12SR3_ATM_125|gene-2|+|191-724|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4457	DLFM11_00138|P12SR3_ATM_125|gene-3|+|721-1419|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4458	DLFM11_00139|P12SR3_ATM_126|gene-1|-|43-1218|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4459	DLFM11_00144|P12SR3_ATM_134|gene-2|-|312-1232|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4460	DLFM11_00145|P12SR3_ATM_135|gene-2|+|122-1309|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4461	DLFM11_00160|P17SR3_ATM_4|gene-2|+|375-1670|complete	RF0075	Resfams	FxnlSlxns	FmrO	PF07091.6 Ribosomal RNA methyltransferase (FmrO)	HMM	Pfam	FmrO_16S_rRNA_methyltransferase_G1405	16S_rRNA_methyltransferase	Aminoglycosides	Antibiotic_target_alteration	Yes	Yes
MF4462	DLFM11_00161|P17SR3_ATM_6|gene-2|+|65-841|complete	RF0075	Resfams	FxnlSlxns	FmrO	PF07091.6 Ribosomal RNA methyltransferase (FmrO)	HMM	Pfam	FmrO_16S_rRNA_methyltransferase_G1405	16S_rRNA_methyltransferase	Aminoglycosides	Antibiotic_target_alteration	Yes	Yes
MF4463	DLFM11_00296|P01SR4_AZM_133|gene-1|-|412-1212|complete	RF0008	Resfams	FxnlSlxns	ABC_efflux	PF00005.22 ABC transporter	HMM	Pfam	Unknown_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	No
MF4464	DLFM11_00305|P01SR4_AZM_166|gene-2|-|50-595|complete	RF0058	Resfams	FxnlSlxns	cpt	PF07931.7 Chloramphenicol phosphotransferase-like protein	HMM	Pfam	Unknown_cpt	Chloramphenicol_phosphotransferase	Phenicol	Antibiotic_inactivation	Yes	Yes
MF4465	DLFM11_00346|P02SR4_AZM_52|gene-2|+|437-1906|complete	RF0007	Resfams	FxnlSlxns	ABC_efflux	ATP-binding cassette (ABC) antibiotic efflux pump	HMM	Resfams	Unknown_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	No
MF4466	DLFM11_00430|P02SR4_AZM_321|gene-2|+|251-982|complete	RF0008	Resfams	FxnlSlxns	ABC_efflux	PF00005.22 ABC transporter	HMM	Pfam	Unknown_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	No
MF4467	DLFM11_00523|P05SR4_AZM_56|gene-2|-|99-863|complete	RF0008	Resfams	FxnlSlxns	ABC_efflux	PF00005.22 ABC transporter	HMM	Pfam	Unknown_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	No
MF4468	DLFM11_00641|P08SR4_AZM_179|gene-1|+|24-356|complete	RF0011	Resfams	FxnlSlxns	Acetyl_transf	PF00583.19 Acetyltransferase (GNAT) family	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF4390	DLFM10_02676|F21_TET_29|gene-2|+|568-1671|complete	RF0117	Resfams	FxnlSlxns	romA	romA: trasncription factor mediating antibiotic resistance	HMM	Resfams	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF4470	DLFM11_00799|P12SR4_AZM_6|gene-1|+|208-1671|complete	RF0007	Resfams	FxnlSlxns	ABC_efflux	ATP-binding cassette (ABC) antibiotic efflux pump	HMM	Resfams	Unknown_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	No
MF4471	DLFM11_01139|P14SR4_AZM_359|gene-2|-|293-1084|complete	RF0008	Resfams	FxnlSlxns	ABC_efflux	PF00005.22 ABC transporter	HMM	Pfam	Unknown_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	No
MF4472	DLFM11_01230|P17SR4_AZM_142|gene-5|-|2103-2762|complete	NF000311.1	NCBI-AMR	FxnlSlxns	vat	Vat family streptogramin A O-acetyltransferase	HMM	NCBI-AMR	Streptogramin vat acetyltransferase	Streptogramin_vat_acetyltransferase	MLS	Antibiotic_inactivation	Yes	Yes
MF4473	DLFM11_01245|P17SR4_AZM_210|gene-1|+|88-1308|complete	RF0102	Resfams	FxnlSlxns	MFS_efflux	PF07690.11 Major Facilitator Superfamily	HMM	Pfam	Unknown_MFS_efflux_pump	MFS_efflux_pump	Multidrug_Class	Antibiotic_efflux	No	No
MF4474	DLFM11_01388|P19SR4_AZM_198|gene-1|+|35-982|complete	RF0012	Resfams	FxnlSlxns	Acetyl_transf	PF13302.1 Acetyltransferase (GNAT) domain	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF4475	DLFM11_01418|P19SR4_AZM_313|gene-1|-|126-890|complete	RF0011	Resfams	FxnlSlxns	Acetyl_transf	PF00583.19 Acetyltransferase (GNAT) family	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF4476	DLFM11_01455|P21SR4_AZM_28|gene-4|-|1931-2815|complete	RF0032	Resfams	FxnlSlxns	APH	PF01636.18 Phosphotransferase enzyme family	HMM	Pfam	Unknown_APH	Aminoglycoside_phosphotransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF4477	DLFM11_01491|P21SR4_AZM_153|gene-2|-|655-1482|complete	NF000499.1	NCBI-AMR	FxnlSlxns	Erm	23S ribosomal RNA methyltransferase Erm	HMM	NCBI-AMR	Erm_23S_rRNA_Methyltransferase	23S_rRNA_methyltransferase	MLS	Antibiotic_target_alteration	Yes	Yes
MF4478	DLFM11_01500|P21SR4_AZM_193|gene-1|-|65-742|complete	RF0012	Resfams	FxnlSlxns	Acetyl_transf	PF13302.1 Acetyltransferase (GNAT) domain	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF4479	DLFM11_01506|P21SR4_AZM_215|gene-2|-|670-1191|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF8388	DLFM06_01067|1-G7_TET_1|gene-2|+|354-1457|complete	RF0117	Resfams	FxnlSlxns	romA	romA: trasncription factor mediating antibiotic resistance	HMM	Resfams	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF7096	gb|NP_460903_1|ARO_3000826|sdiA__Salmonella_enterica	ARO:3000826	CARD	ARDatabase	sdiA	determinant of antibiotic resistance	Protein	CARD	RND_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF4482	DLFM11_01712|P02SR2_CAZ_6|gene-1|-|192-1463|complete	RF0039	Resfams	FxnlSlxns	beta-lactamase	PF13354.1 Beta-lactamase enzyme family	HMM	Pfam	Unknown_beta_lactamase	Unclassified_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF4483	DLFM11_01726|P05SR2_CAZ_13|gene-2|+|414-1145|complete	RF0075	Resfams	FxnlSlxns	FmrO	PF07091.6 Ribosomal RNA methyltransferase (FmrO)	HMM	Pfam	FmrO_16S_rRNA_methyltransferase_G1405	16S_rRNA_methyltransferase	Aminoglycosides	Antibiotic_target_alteration	Yes	Yes
MF4484	DLFM11_01743|P10SR5_CAZ_1|gene-2|+|552-1529|complete	RF0053	Resfams	FxnlSlxns	bla_class_A	Class A beta-lactamase	HMM	Resfams	Unknown_Class_A_beta_lactamase	Class_A_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF4485	DLFM11_01762|P12SR3_CAZ_8|gene-2|-|222-716|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4486	DLFM11_01767|P12SR3_CAZ_14|gene-1|-|103-666|complete	RF0011	Resfams	FxnlSlxns	Acetyl_transf	PF00583.19 Acetyltransferase (GNAT) family	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF4487	DLFM11_01775|P12SR3_CAZ_31|gene-2|+|190-1038|complete	RF0139	Resfams	FxnlSlxns	Thymidylat_synt	PF00303.14 Thymidylate synthase	HMM	Pfam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF4488	DLFM11_01777|P12SR3_CAZ_33|gene-2|+|919-1413|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4489	DLFM11_01784|P12SR3_CAZ_42|gene-2|+|282-770|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4490	DLFM11_01789|P12SR3_CAZ_48|gene-2|+|243-728|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4491	DLFM11_01790|P12SR3_CAZ_49|gene-1|-|21-539|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4492	DLFM11_01795|P12SR3_CAZ_54|gene-1|-|43-537|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4493	DLFM11_01805|P12SR3_CAZ_67|gene-1|-|33-572|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4494	DLFM11_01806|P12SR3_CAZ_69|gene-2|-|822-1313|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4495	DLFM11_01816|P12SR3_CAZ_85|gene-2|+|86-583|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4496	DLFM11_01840|P17SR3_CAZ_12|gene-3|-|1545-2438|complete	RF0139	Resfams	FxnlSlxns	Thymidylat_synt	PF00303.14 Thymidylate synthase	HMM	Pfam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF4497	DLFM11_01843|P17SR3_CAZ_19|gene-2|+|144-635|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4498	DLFM11_01850|P17SR3_CAZ_28|gene-2|+|580-1410|complete	RF0139	Resfams	FxnlSlxns	Thymidylat_synt	PF00303.14 Thymidylate synthase	HMM	Pfam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF4499	DLFM11_01861|P17SR3_CAZ_44|gene-1|+|150-983|complete	RF0139	Resfams	FxnlSlxns	Thymidylat_synt	PF00303.14 Thymidylate synthase	HMM	Pfam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF4500	DLFM11_01874|P17SR3_CAZ_60|gene-1|-|85-567|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4501	DLFM11_01900|P17SR3_CAZ_107|gene-3|+|1396-1890|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4502	DLFM11_01904|P17SR3_CAZ_114|gene-2|+|499-990|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF4503	DLFM11_01906|P17SR3_CAZ_116|gene-5|-|2304-2552|complete	RF0139	Resfams	FxnlSlxns	Thymidylat_synt	PF00303.14 Thymidylate synthase	HMM	Pfam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF4504	DLFM11_01943|P01SR2_CHL_22|gene-1|-|262-1407|complete	RF0085	Resfams	FxnlSlxns	Lactamase_B	PF00753.22 Metallo-beta-lactamase superfamily	HMM	Pfam	Unknown_Class_B_beta_lactamase	Class_B_beta_lactamase_unclassified	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF4505	DLFM11_01953|P01SR2_CHL_40|gene-2|+|371-1522|complete	RF0085	Resfams	FxnlSlxns	Lactamase_B	PF00753.22 Metallo-beta-lactamase superfamily	HMM	Pfam	Unknown_Class_B_beta_lactamase	Class_B_beta_lactamase_unclassified	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF4506	DLFM11_01977|P02SR2_CHL_47|gene-2|-|572-1225|complete	RF0045	Resfams	FxnlSlxns	cat	PF00302.13 Chloramphenicol acetyltransferase	HMM	Pfam	Unkown_chloramphenicol_acetyltransferase	Chloramphenicol_acetyltransferase	Phenicol	Antibiotic_inactivation	Yes	Yes
MF4507	DLFM11_01994|P04SR2_CHL_11|gene-2|+|129-902|complete	RF0085	Resfams	FxnlSlxns	Lactamase_B	PF00753.22 Metallo-beta-lactamase superfamily	HMM	Pfam	Unknown_Class_B_beta_lactamase	Class_B_beta_lactamase_unclassified	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF4508	DLFM11_02030|P05SR2_CHL_2|gene-2|-|1534-2187|complete	RF0045	Resfams	FxnlSlxns	cat	PF00302.13 Chloramphenicol acetyltransferase	HMM	Pfam	Unkown_chloramphenicol_acetyltransferase	Chloramphenicol_acetyltransferase	Phenicol	Antibiotic_inactivation	Yes	Yes
MF4509	DLFM11_02050|P08SR2_CHL_6|gene-2|-|332-973|complete	RF0045	Resfams	FxnlSlxns	cat	PF00302.13 Chloramphenicol acetyltransferase	HMM	Pfam	Unkown_chloramphenicol_acetyltransferase	Chloramphenicol_acetyltransferase	Phenicol	Antibiotic_inactivation	Yes	Yes
MF4510	DLFM11_02051|P08SR2_CHL_7|gene-2|+|161-790|complete	RF0045	Resfams	FxnlSlxns	cat	PF00302.13 Chloramphenicol acetyltransferase	HMM	Pfam	Unkown_chloramphenicol_acetyltransferase	Chloramphenicol_acetyltransferase	Phenicol	Antibiotic_inactivation	Yes	Yes
MF7417	gb|AAL20862_1|ARO_3000826|sdiA__Salmonella_enterica	ARO:3000826	CARD	ARDatabase	sdiA	sdiA__Salmonella_enterica	Protein	CARD	RND_antibiotic_efflux_pump_regulator	RND_antibiotic_efflux_pump_regulator	Multidrug_Class	Efflux_or_operon_regulator	No	No
MF4512	DLFM11_02083|P09SR2_CHL_52|gene-2|+|586-1035|complete	RF0077	Resfams	FxnlSlxns	Glyoxalase	PF00903.20 Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	HMM	Pfam	Glyoxalase_Bleomycin_Resistant_Protein	Bleomycin_resistant_protein	Glycopeptides	Antibiotic_inactivation	Yes	No
MF4513	DLFM11_02101|P10SR3_CHL_4|gene-1|+|67-384|complete	RF0060	Resfams	FxnlSlxns	DalaDala	PF07478.8 D-ala D-ala ligase C-terminus	HMM	Pfam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4514	DLFM11_02101|P10SR3_CHL_4|gene-2|+|431-1150|complete	RF0018	Resfams	FxnlSlxns	Acetyl_transf	PF01553.16 Acyltransferase	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF4515	DLFM11_02109|P10SR3_CHL_15|gene-2|+|119-1150|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4516	DLFM11_02115|P10SR3_CHL_22|gene-1|-|119-1318|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4517	DLFM11_02134|P10SR3_CHL_50|gene-1|+|75-1265|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4518	DLFM11_02135|P10SR3_CHL_51|gene-2|+|367-1542|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4519	DLFM11_02142|P10SR3_CHL_62|gene-1|+|59-1240|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4520	DLFM11_02147|P10SR3_CHL_70|gene-3|-|797-1210|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4521	DLFM11_02153|P10SR3_CHL_80|gene-2|-|329-1504|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4522	DLFM11_02172|P10SR3_CHL_110|gene-2|+|312-1487|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4523	DLFM11_02194|P10SR3_CHL_141|gene-2|+|178-1134|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4524	DLFM11_02252|P15SR5_CHL_38|gene-2|-|242-832|complete	RF0045	Resfams	FxnlSlxns	cat	PF00302.13 Chloramphenicol acetyltransferase	HMM	Pfam	Unkown_chloramphenicol_acetyltransferase	Chloramphenicol_acetyltransferase	Phenicol	Antibiotic_inactivation	Yes	Yes
MF4525	DLFM11_02254|P15SR5_CHL_40|gene-2|-|1067-1711|complete	RF0045	Resfams	FxnlSlxns	cat	PF00302.13 Chloramphenicol acetyltransferase	HMM	Pfam	Unkown_chloramphenicol_acetyltransferase	Chloramphenicol_acetyltransferase	Phenicol	Antibiotic_inactivation	Yes	Yes
MF4526	DLFM11_02285|P18SR1_CHL_2|gene-2|-|687-1328|complete	RF0045	Resfams	FxnlSlxns	cat	PF00302.13 Chloramphenicol acetyltransferase	HMM	Pfam	Unkown_chloramphenicol_acetyltransferase	Chloramphenicol_acetyltransferase	Phenicol	Antibiotic_inactivation	Yes	Yes
MF4527	DLFM11_02291|P18SR1_CHL_15|gene-3|-|736-1374|complete	RF0045	Resfams	FxnlSlxns	cat	PF00302.13 Chloramphenicol acetyltransferase	HMM	Pfam	Unkown_chloramphenicol_acetyltransferase	Chloramphenicol_acetyltransferase	Phenicol	Antibiotic_inactivation	Yes	Yes
MF4528	DLFM11_02343|P22SR5_CHL_11|gene-3|+|1720-2172|complete	RF0077	Resfams	FxnlSlxns	Glyoxalase	PF00903.20 Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	HMM	Pfam	Glyoxalase_Bleomycin_Resistant_Protein	Bleomycin_resistant_protein	Glycopeptides	Antibiotic_inactivation	Yes	No
MF4529	DLFM11_02362|P23SR5_CHL_22|gene-2|+|352-912|complete	RF0077	Resfams	FxnlSlxns	Glyoxalase	PF00903.20 Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	HMM	Pfam	Glyoxalase_Bleomycin_Resistant_Protein	Bleomycin_resistant_protein	Glycopeptides	Antibiotic_inactivation	Yes	No
MF4530	DLFM11_02389|P24SR5_CHL_21|gene-2|-|194-1489|complete	RF0085	Resfams	FxnlSlxns	Lactamase_B	PF00753.22 Metallo-beta-lactamase superfamily	HMM	Pfam	Unknown_Class_B_beta_lactamase	Class_B_beta_lactamase_unclassified	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF4531	DLFM11_02447|P11SR3_CST_6|gene-2|-|376-1551|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4532	DLFM11_02450|P11SR3_CST_10|gene-2|-|233-370|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4533	DLFM11_02450|P11SR3_CST_10|gene-3|+|389-664|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4534	DLFM11_02451|P11SR3_CST_12|gene-3|+|940-1587|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4535	DLFM11_02454|P11SR3_CST_16|gene-1|+|399-1598|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4536	DLFM11_02467|P11SR3_CST_32|gene-1|-|27-1049|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4537	DLFM11_02483|P11SR3_CST_55|gene-2|-|277-1479|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4538	DLFM11_02492|P11SR3_CST_68|gene-2|-|249-1424|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4539	DLFM11_02503|P11SR3_CST_79|gene-2|+|270-1247|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF4540	DLFM11_02504|P11SR3_CST_81|gene-2|+|404-1585|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF4541	DLFM11_02507|P12SR3_CST_2|gene-2|-|645-1568|complete	ARO:3002636	CARD	FxnlSlxns	APH(2'')	aminoglycoside phosphotransferase (APH)|determinant of aminoglycoside resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	APH2_dprime	Aminoglycoside_phosphotransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
